64	14909	18765	9289	14304	8637	3499	16787	4959	318	17727	4186	4031	11678	16835	15355	18507	3078	1577	17125	917
65	16565	7461	5094	1485	474	18146	12059	18110	18393	8351	8188	4663	8391	18150	12366	8634	2665	11999	10935	1808
66	11721	10106	17067	15530	16774	8481	11168	786	5569	1390	13193	16387	872	14576	6191	891	1782	16588	5568	10305
67	13275	2527	15339	68	13199	270	13675	6899	3991	10836	13018	10605	7133	10396	5034	5578	1913	16303	1672	14799
68	13199	15339	13275	67	2527	270	13675	6899	3991	10836	13018	10605	7133	10396	5034	5578	1913	16303	1672	14799
69	16457	16452	2609	13765	4365	17160	16860	18613	11962	6000	1654	8431	255	7905	14597	10982	8485	8136	7482	1341
70	8956	8611	14176	3258	15082	3730	10524	15581	15649	2259	3917	15512	17811	592	2536	4658	6282	1882	13484	7456
71	10241	15927	14840	8825	11912	5193	10994	15401	4966	4998	7466	17035	589	13619	11976	17331	8210	14499	9243	6425
72	4888	14651	14937	13753	5233	14648	9679	3171	13247	1157	11197	5732	11637	370	369	14368	4369	11696	14733	17284
73	17852	4553	6047	221	18834	2140	11908	8984	5957	3550	223	8635	11519	7973	9352	17341	3273	2341	9604	9781
74	10552	542	1226	6571	10430	3966	1852	5483	2229	4283	15119	18070	2231	13159	18069	11888	11009	2057	14314	11680
75	10858	18526	5841	4669	17681	6211	11489	8450	973	3143	17503	1698	958	13318	15936	14334	1798	12258	10792	18508
76	8816	16651	17525	1595	13167	5467	15113	11799	9821	6888	4343	10569	11399	11381	13827	2807	3038	17628	6112	3117
77	11605	393	11651	11354	18924	11458	6422	19014	15816	14640	1158	13882	13860	11674	11894	14257	13655	16817	12601	10880
78	11333	5553	18157	16331	12488	4775	12025	3878	7535	17302	7671	18869	9909	2835	9029	8414	17321	6305	11532	15783
79	12752	15023	1754	9138	17402	5560	17645	5741	2133	10345	6791	11237	9859	16662	5176	11643	10399	9963	2741	17488
80	18271	254	4306	2186	6528	16050	11778	2507	14945	12662	15623	3455	3024	5222	11827	14206	16627	17272	15032	15714
81	13502	18892	4661	11736	17745	16222	12187	8477	9376	13432	3874	11227	14783	11230	4945	3845	18623	14777	2129	8880
82	5545	10656	8077	10838	5510	17622	7181	12772	3628	13873	4258	16693	8449	15175	9065	10109	5118	8227	1777	12385
83	726	4462	10105	729	138	5538	724	3688	3449	4841	1404	137	9067	4414	136	8049	888	3807	9446	13433
84	2177	9184	5378	17153	15063	9632	18599	9139	2650	13791	19029	13254	11950	2747	2768	12921	5001	8780	3091	4204
85	9729	11528	7244	15278	16674	6034	15537	17452	2491	10512	15773	10388	5969	3386	11262	8702	7617	2727	3577	11654
86	17732	4292	18811	11921	15635	4038	18521	6240	13490	4529	17908	7934	4379	8187	8890	17872	13425	5186	14781	14731
87	2985	1633	15826	6702	10363	9314	10330	17884	14145	9313	18247	16160	266	10614	14922	13830	6535	12072	17885	15193
88	18854	3925	14609	2351	16931	16144	2154	13178	6712	5052	8951	5011	11947	16526	7495	2555	5851	18777	13144	17328
89	13399	7522	17392	3824	4191	14069	10874	9575	9111	8606	2572	5058	9578	4502	14187	14059	15923	7152	7381	1024
90	14537	6376	7190	5476	15550	12726	7237	2994	13915	2850	1327	1641	16159	18451	3182	4892	3364	3862	18826	17394
91	8313	6542	16557	15976	13896	16798	11768	15116	11175	3976	3498	14436	978	3141	14610	3225	6307	7879	3978	16560
92	3076	12555	5779	12577	2344	4501	8490	3717	18104	298	18170	18460	13701	32	2472	12074	15482	6931	5453	12513
93	13357	11820	9436	13924	1284	17093	1789	17986	10340	8355	1957	8356	16204	18200	2502	7601	17987	621	10294	15258
94	4555	14163	10326	17059	14630	6419	18099	1840	17026	4574	17631	3921	11053	13056	13065	1842	8	1978	3606	11054
95	1844	1841	17228	4990	9180	5283	2281	13064	11054	8239	3606	1840	13062	4406	18099	17631	6419	17059	14630	14163
96	10412	15477	18837	12561	5598	10203	7084	10998	17975	2546	9369	9082	8231	401	10920	1549	12737	11560	4924	11818
97	7396	11946	2641	18634	17027	14771	11192	8146	7262	12178	11162	15275	5555	9885	16721	1471	14458	7451	8713	1833
98	10271	17742	12748	16775	9931	7088	14020	11147	18792	2172	15202	13939	6124	14881	7048	18793	2130	12672	17480	16834
99	2980	10281	3157	8961	956	17783	18379	869	3953	8305	15418	6753	10452	4614	12517	1671	15752	4393	17868	14871
100	10303	8118	18798	4922	17903	13044	3540	3590	6074	5218	10215	7471	5420	2627	2630	646	18801	16726	4420	18556
101	2992	2989	14893	2990	3338	7311	12217	8317	12220	14365	12216	2991	253	16575	7215	3512	12629	8172	10361	10545
102	12950	9380	18196	7357	12652	7755	15045	6969	9894	8854	5840	18278	4616	4809	1439	6226	8003	4216	16304	2864
103	16328	1258	16342	14511	14508	7423	5042	3549	16977	10140	1911	16333	5451	13218	2018	8944	11566	8804	12812	18614
104	4210	14656	6183	6558	508	8062	6181	9707	7161	3605	6721	9584	16429	17454	11733	9200	14464	11968	15990	4538
105	10600	16537	10474	11783	583	12437	6922	14620	17218	7254	10097	5721	3488	14205	16940	6309	15158	13331	8455	13591
106	14078	3046	3490	11750	2758	15841	11793	8895	8218	15967	18872	2354	8132	7068	3668	17306	10633	1528	18215	779
107	2439	10114	119	8250	10984	10103	18258	14824	13746	1908	17097	9248	9796	17579	13029	2830	2821	4093	5956	2242
108	18236	6293	18404	8577	5758	6364	1382	5263	14355	12716	5003	17843	17649	16933	17427	10988	5305	501	3244	13632
109	12554	15789	11212	12199	5261	9857	10785	5265	4698	7695	2302	6572	5436	15106	18867	4125	5480	11701	554	3534
110	15335	1847	14828	5566	5454	11106	15996	2838	3585	9455	18357	16003	7700	24	30	11411	15978	12085	16929	6415
111	791	7420	3800	7981	9252	18722	5613	18820	18190	11222	9991	9502	15371	18717	8633	9255	7945	9999	16216	7606
112	14731	4379	5186	15478	17908	4529	13490	4640	6240	18521	4038	7934	5091	14101	15635	18811	11921	1124	8187	951
113	2789	3869	6067	7335	19037	309	17175	10927	11858	5004	12074	2472	32	18170	18460	13701	8935	17261	4335	10865
114	2657	7978	12621	13962	8845	5990	9958	12847	4579	4236	13100	14447	17567	18723	10205	11048	4790	12676	593	8012
115	2764	16221	2343	8410	4127	17794	15540	15138	16866	10815	4706	16111	6630	14690	745	16484	16661	11926	18369	14319
116	5539	18685	14782	4868	10820	13702	14688	13764	1279	4957	18945	10155	10150	8318	2976	10023	16272	12754	10786	503
117	4105	16458	10509	16012	8924	14867	2870	16456	2683	1589	6405	2383	16376	15261	16081	16630	17962	7553	10229	18750
118	9593	17876	7143	17441	811	2886	2881	18661	12889	5390	12170	17997	2837	9939	16567	10632	7867	2427	3118	12792
119	10114	8250	18258	10984	107	10103	2439	14824	1908	9796	17097	9248	17579	13029	2830	2821	13267	13746	5516	6838
120	4521	18065	4694	14585	2331	14327	10244	7909	16377	7414	1771	14903	15409	11032	5309	15761	7783	11993	3223	6081
121	11051	18533	2262	6873	14422	6668	9385	9587	3361	10016	9795	14306	17556	11015	7368	10708	8338	9710	15434	10065
122	17001	18835	4691	12762	18185	12790	18936	4320	6642	8973	15708	13748	14685	17686	16985	15026	1990	718	2222	183
123	6252	10961	18727	7300	13410	17158	2679	614	13643	9460	8871	6201	1354	1762	10277	4345	1100	12701	13695	14494
124	2065	11288	15332	2649	15556	12544	10864	5546	9128	18603	15323	6761	18440	12545	14484	4177	16925	17994	11312	13457
125	15435	16750	8771	17405	16290	6775	13210	9624	10151	16259	18668	14241	14986	16920	16749	18925	2412	6228	6162	12771
126	18245	6973	12181	5517	15878	5975	7891	15777	12579	10877	9285	11397	12858	15938	3729	15681	16437	12867	10402	10494
127	6327	7500	11255	7800	16261	8168	9617	4840	3003	7556	7813	5074	9445	12857	1863	215	4581	1322	5135	18579
128	13834	10476	7367	11857	5693	13893	15793	18860	15124	2885	1295	11252	10378	7928	7282	17983	17773	16423	12432	3960
129	1766	9071	2037	9569	12617	7436	2240	7544	17646	17003	7098	8718	3914	9149	4112	13994	1339	15085	17346	12678
130	1617	6500	7087	3215	4677	3383	16525	2325	4057	10756	8179	2977	3777	293	14778	14735	11554	16955	16190	816
131	15281	10649	15037	7025	16227	14933	18545	8778	2851	11138	1677	15287	13298	13193	872	14576	16387	17805	11168	8541
132	9011	12837	1897	14047	9132	15652	14462	565	3593	12455	12549	12548	2100	6161	1385	16531	9116	10704	8576	6612
133	13304	15208	10931	7961	1470	15985	4859	8844	15909	8532	14970	2200	11622	17711	11469	5751	16921	11656	15039	4596
134	9088	7425	9089	13660	2393	15829	14976	8843	5562	13233	4205	3986	15011	16482	12213	1496	7104	12314	18762	17221
135	11351	6768	5071	1699	12780	7943	13031	19064	1833	15275	16721	3583	4804	15712	11527	1193	7222	1471	6843	16972
136	888	9446	3807	8049	4414	137	1404	4841	3449	3688	9067	724	138	5538	729	4462	10105	83	726	15639
137	4414	1404	888	9446	136	4841	8049	3807	3449	3688	724	9067	138	5538	729	4462	10105	83	726	15639
138	724	729	5538	137	1404	4841	3688	3449	4414	888	9446	136	8049	3807	9067	4462	10105	83	726	15639
139	12448	5723	2724	8470	484	14493	3509	7919	10163	6207	18788	12910	18962	15438	18083	4437	13700	12360	7507	853
140	17526	14061	169	18335	18240	5958	8476	14036	12759	14605	6649	8614	3049	11007	12718	8408	17319	18483	11011	8543
141	7806	9895	2855	9733	13040	13060	11707	16382	7516	7065	1705	18619	14886	4395	14242	12531	8183	18414	14671	16697
142	6118	2452	17147	8315	15196	16696	12379	10655	8183	12531	9367	16697	1232	14671	6440	7881	8380	762	2904	758
143	3427	16518	6337	8008	8826	15724	17948	2960	5945	16868	10716	7047	3404	4803	13013	12970	7774	9839	9842	9122
144	16508	18671	4619	16312	159	16269	1596	6320	15150	13651	9811	5363	8992	4224	2617	16631	14615	10031	12957	14236
145	13028	7688	9516	8074	15456	1219	5112	17724	2587	14420	3732	15852	994	14714	5924	7054	10596	9418	13984	13173
146	8562	2697	16604	17271	15615	15148	11293	15718	8263	1286	7487	16154	8918	11344	15791	8712	11378	13872	16119	6477
147	13881	366	1662	547	6652	15235	8215	11583	7549	7039	685	17617	4808	7534	1343	15641	18886	16593	14300	5409
148	15230	5152	9389	6600	9398	18474	9362	6499	15436	3202	722	9776	11382	12803	3382	16807	9594	9279	10719	15580
149	9618	4671	16712	2675	9459	942	5039	1388	13119	18818	5061	7069	8271	152	12578	16488	15661	18255	8005	16027
150	17167	7587	17460	7802	14868	14476	9583	9916	3235	7015	5005	3865	13696	3752	7954	12228	3716	3299	16053	8384
151	16535	272	13342	14028	9693	9618	4671	149	16712	5039	2675	13119	5061	18818	7069	12578	152	8271	15661	942
152	8271	12578	7069	5061	15661	18818	16488	13119	2675	5039	942	9459	16712	149	1388	9618	4671	151	16535	272
153	15030	6416	7538	16900	9141	1058	9279	16467	3429	7552	12803	15436	3202	6499	11981	11297	5481	2224	5931	13722
154	596	7124	1726	1501	5000	4460	10721	15246	5434	595	14394	3723	11150	10558	9282	8991	12341	15155	10821	19043
155	17703	11202	3010	8120	16999	2221	6892	12841	8251	3209	11482	2746	9848	9619	10587	4197	408	7672	6962	8487
156	17592	572	660	15137	8537	9449	17608	6248	18362	13105	18355	12246	17248	2564	12064	15145	13153	19045	10117	13631
157	8283	9964	2026	380	5855	502	8364	14530	1562	2786	5333	855	15952	7591	10955	18627	9030	13383	1799	14766
158	13469	7586	3961	3830	9595	16568	6	513	4977	455	17378	10909	9423	11121	9059	5214	13809	8242	6690	9231
159	16269	1596	16312	4619	144	16508	18671	6320	5363	15150	13651	9811	8992	4224	16631	2617	10095	14615	17376	18912
160	4817	7058	2634	17842	14401	17146	9697	6766	1751	14409	2868	3093	15441	13330	7059	18963	9745	9758	3515	14577
161	17578	11660	9620	1792	7392	15896	2688	16459	5999	11300	7805	4367	9094	15526	8256	4545	11389	2517	14162	12055
162	7375	763	12284	6114	2321	10723	3836	4997	8413	13880	17048	13908	17580	10778	17252	9492	14892	53	5077	2812
163	17801	13902	4628	18002	12148	5285	17958	7956	18000	661	2796	9451	3983	14877	9941	14999	15965	1150	15588	294
164	15897	17020	11627	645	3839	7626	7129	1453	6700	509	11211	507	16359	6306	3920	4756	6716	13709	4137	14332
165	7486	10588	11485	4402	18678	935	9199	3389	16390	8177	10911	10581	8462	15092	5809	1082	8716	14130	18005	5144
166	6730	5477	5565	11544	3744	8784	1743	18256	18251	15814	3067	5725	14363	13782	10720	8565	3715	1305	7558	3755
167	10120	12106	1357	6737	6481	17317	1212	5601	5137	15746	16174	6821	2375	12122	4349	12239	12373	2671	17690	17718
168	14754	3042	5764	1417	8720	13449	10734	11561	18076	15536	17429	11178	14495	11119	12210	6442	316	2021	17155	1234
169	18335	18240	5958	14061	17526	8476	12759	140	14036	14605	8614	6649	3049	11007	8408	12718	17319	18483	11011	8543
170	4129	17762	19	17119	6772	12668	10395	18495	18976	9672	13646	18980	10491	1369	4095	7001	5223	10714	1722	4386
171	17128	6494	8585	4898	12627	15611	11790	5452	4650	746	16462	14563	18327	18508	14087	4234	15487	7581	14334	747
172	14307	12853	8330	18784	13754	2485	17902	9512	5627	8772	14120	3876	6582	5153	9320	14815	16843	3029	17222	1926
173	6015	8638	2426	11376	7132	4005	17593	10438	4781	14400	2716	12880	15379	12035	5294	12591	4030	14644	15297	10409
174	3428	819	10100	2416	18188	12203	9074	2215	18633	3337	14677	16213	18965	13989	1414	10123	7719	17764	14295	8371
175	16791	771	12714	5410	12279	17606	9552	14763	15112	1396	4832	13003	12385	2676	13476	8856	4238	675	3975	2530
176	12993	18954	15035	1411	10560	3015	9777	10264	1129	4428	14716	2368	14349	16694	3106	18916	6089	9747	14512	3145
177	2810	10483	13321	11534	13373	17765	11672	14911	12128	1880	16814	6038	4702	13686	5642	5494	18015	13603	8726	11388
178	4408	3851	18226	11917	8365	14149	4072	1906	6144	14381	1572	11428	17520	9530	1610	898	8224	17951	1506	10816
179	10914	9820	12801	8281	13614	2032	13889	4567	10322	6175	1397	5961	3468	2025	688	4019	213	4964	2593	8190
180	16271	13455	9566	11954	6623	15732	14613	17179	16847	11374	3858	14501	8753	4695	8520	2399	16906	4881	17940	1944
181	2414	6727	12201	14433	2183	5837	236	17838	15186	15596	8121	4443	5736	7496	3712	3520	806	17367	18756	4727
182	13076	2443	18899	15625	16489	5127	18267	15890	10226	11239	18125	6935	7515	16984	519	9725	16616	11565	829	19051
183	2222	718	1990	14685	13748	15026	6642	6589	18674	9201	2070	6149	985	9529	16299	122	14322	5439	10477	17001
184	5208	18277	7729	8119	11850	12671	2122	3278	10301	13658	6515	8077	7181	10656	82	5545	10838	5510	17622	12772
185	9611	10766	8834	14478	5122	15771	13291	14903	10244	1771	16377	7414	7909	2311	11032	15409	3223	6081	18065	15761
186	17950	14417	16345	16316	8759	12265	11403	13109	13904	9927	3952	4312	18088	17456	9158	5281	1860	8672	8252	11719
187	15894	8796	13912	6060	10073	2489	4710	18463	13264	6793	10527	3580	6792	1089	13261	18303	7138	6051	4522	6058
188	11203	465	18662	13057	17557	9007	5955	7322	14601	8681	7010	13487	14132	11443	10897	12063	10033	802	6964	7283
189	16658	18172	2270	4213	8571	2642	1449	262	2673	5076	14920	1131	6111	2371	6096	14696	2670	10061	15195	1066
190	17601	16407	9933	15317	18283	1478	14946	18812	8272	271	13652	12601	5629	2761	5187	18561	10332	11974	14591	15738
191	3288	9519	16760	9171	16754	15480	5845	5863	6658	3888	5654	5867	15248	3253	9494	8657	997	5457	14801	5414
192	5241	10246	7941	5836	15676	8986	1043	18565	16574	13471	7453	17188	11409	15988	18055	18106	4602	13421	8171	2701
193	5037	14944	4056	18942	11821	15276	1317	1211	10497	4478	18857	15693	3812	5032	5485	5731	15290	14367	17596	6395
194	16332	4487	3021	8098	18206	17957	299	11373	6800	16692	18821	11934	18281	18203	9458	7032	9222	10433	9443	2133
195	5647	18369	16661	6808	11926	6490	745	6630	14690	7125	7980	13921	10218	9969	1335	8015	8017	18024	12388	1401
196	6280	17053	12482	14345	8833	63	10760	10398	7771	7117	9613	16724	14784	4688	18350	706	12918	15369	6581	6506
197	4577	11976	2884	14747	14842	8053	4716	18273	13789	9888	1400	12119	3686	8941	14267	7173	945	3648	16141	5059
198	5872	14891	13069	7327	4761	7974	11789	7454	7721	7888	13436	14468	10580	4584	1586	10575	2785	1650	4452	2336
199	12580	14263	3570	15520	13567	6350	3798	244	17672	18059	14858	17929	18590	11418	16764	15365	17899	14666	16091	19058
200	17224	2778	2652	4364	7199	11038	1843	8123	6329	13365	2674	2752	6798	8997	243	7011	16716	18202	2239	16605
201	6834	4890	6430	968	6625	14434	6353	4260	16893	650	4281	728	7449	7720	14592	16337	6783	3413	17894	14500
202	13407	4214	1416	13413	5080	33	15496	5400	4678	3477	4017	10453	1905	3346	3659	7002	8596	4472	13231	12895
203	2522	16008	12518	4118	1708	8781	4724	3728	9101	2573	5320	10769	16432	6091	17741	9206	9772	15070	3795	16857
204	6420	5367	6346	3065	611	12110	6833	4737	8152	17778	16357	16629	4319	11468	12569	17659	6824	10584	6294	17687
205	9196	11974	9968	15376	5187	5937	5629	2761	8272	13335	18812	18283	3335	4440	17638	16407	3066	4	5051	15317
206	5645	10799	9258	8379	2689	15426	12704	34	13945	3883	16556	5210	16444	480	2725	1693	17013	10610	6130	4622
207	16197	7356	15470	10305	16588	15472	5568	1782	891	42	8744	6191	1390	12229	13077	880	14821	5569	17385	6911
208	1701	10344	15961	9046	17049	15798	14261	13236	265	261	9284	1068	2603	12293	14133	15797	8925	13297	16113	601
209	216	11904	10594	18878	8561	1166	13996	15827	10369	4113	1565	4438	10959	14558	16805	11589	14226	6262	18732	8428
210	12005	2051	12876	3040	15483	1412	18501	17679	969	2790	7247	11744	3089	11271	16664	2628	12348	3224	12438	15180
211	8332	15584	11282	4097	1330	15577	14404	15651	14366	18071	1883	6331	4324	2540	2068	17173	12625	15968	11440	6132
212	15424	13918	8468	13093	18345	4189	16274	18472	16759	6804	3013	13130	8907	8836	10574	6777	16286	12940	7205	8976
213	4019	688	2025	3468	1397	5961	4567	2736	7908	10966	18994	8190	4853	15439	4739	10779	7911	10853	60	2593
214	18216	2754	17161	17828	15613	10793	9835	3890	1142	10947	2582	5421	17830	6639	494	19052	13604	10930	6177	11996
215	4581	1322	5135	18579	18555	3003	4840	11437	1863	14692	7556	18968	10993	7800	11255	6429	16155	3911	127	6327
216	209	11904	10594	18878	8561	1166	13996	15827	10369	4113	1565	4438	10959	14558	16805	11589	14226	6262	18732	8428
217	12428	2574	11206	1999	14457	11313	7777	15300	4505	3456	7866	18442	14038	13688	11208	14358	3601	7550	16298	9308
218	11095	14939	5893	14628	8222	15808	490	3096	865	15958	2190	7057	11180	18482	18415	8258	5332	12340	1864	12175
219	9989	10444	6853	14284	7933	14974	6993	10567	14190	17952	5724	16944	16309	7769	6517	4750	16655	7816	16470	2824
220	3410	894	18013	1996	8526	2003	18824	5887	377	16041	13698	18686	10806	2818	16522	11632	14554	2127	2693	13738
221	11908	2140	18834	6047	8984	4553	5957	3550	223	8635	11519	17852	73	7973	9352	17341	3273	9604	13847	9781
222	363	4014	15502	13021	11420	3813	585	2500	15449	10628	15360	16451	5180	12507	14559	10953	11472	9379	10529	15468
223	3550	5957	8984	2140	18834	11908	221	6047	4553	8635	11519	17852	73	7973	9352	17341	3273	9604	13847	9781
224	9664	11434	13987	5760	14827	12610	10197	6634	15135	4805	2914	9178	15075	14972	3922	13919	3130	3132	2690	11394
225	3316	9442	13704	283	9531	4431	18845	16150	18408	10839	6193	5487	12863	3264	18368	7585	12139	16653	7180	16043
226	9353	12696	15706	5726	18950	3403	6878	2742	10249	13131	6877	11391	13353	7517	16270	4040	18315	13680	5557	8265
227	1278	9665	7136	1178	14372	9721	1788	12023	18184	1523	9215	13050	9914	11776	9211	15532	1176	6063	12288	11683
228	3521	12298	10630	5755	17347	7963	435	3896	15554	2865	17138	2087	11375	4354	7285	15219	10507	7338	14928	15440
229	16045	10719	11382	9594	6600	17998	9398	18772	1918	4845	17689	11154	18474	7044	15776	9951	148	9362	15230	16169
